epoch,categorical_accuracy,f1_score,loss,lr,precision,recall,val_categorical_accuracy,val_f1_score,val_loss,val_precision,val_recall
0,0.14297786355018616,0.132710263133049,4.907471656799316,1e-04,0.8034397959709167,0.01842149719595909,0.4680706560611725,0.44608959555625916,1.9709222316741943,0.7776752710342407,0.19089673459529877
1,0.3894428610801697,0.3866446018218994,3.059687376022339,1e-04,0.7999399304389954,0.15001972019672394,0.6447010636329651,0.6424595713615417,1.1846779584884644,0.829954981803894,0.5006793737411499
2,0.5207030773162842,0.5218866467475891,2.298065423965454,1e-04,0.8240247964859009,0.3141794800758362,0.7771739363670349,0.781401515007019,0.7059251666069031,0.8787093162536621,0.6906703114509583
3,0.6074587106704712,0.611217737197876,1.8595128059387207,1e-04,0.8445350527763367,0.43180665373802185,0.8371829986572266,0.8400339484214783,0.49336695671081543,0.9044536352157593,0.7909873127937317
4,0.6665539741516113,0.6707311868667603,1.5685033798217773,1e-04,0.8569285869598389,0.5149005651473999,0.8684329986572266,0.8743547797203064,0.41084855794906616,0.9163954854011536,0.8290308117866516
5,0.7053123712539673,0.7090518474578857,1.3388218879699707,1e-04,0.8696276545524597,0.5801926851272583,0.8589221239089966,0.8617613315582275,0.41279664635658264,0.893482506275177,0.8319746255874634
6,0.7413103580474854,0.7452275156974792,1.1922451257705688,1e-04,0.8809598684310913,0.630781352519989,0.9051177501678467,0.909203290939331,0.2764108180999756,0.9304264783859253,0.8842844367027283
7,0.7575911283493042,0.7618342041969299,1.094693660736084,1e-04,0.8866026401519775,0.6602444648742676,0.9164401888847351,0.9184196591377258,0.23734410107135773,0.93780916929245,0.901494562625885
8,0.7784349918365479,0.7814898490905762,1.00150465965271,1e-04,0.8886470794677734,0.6901019811630249,0.9277626872062683,0.9303860664367676,0.19819331169128418,0.9451219439506531,0.9125905632972717
9,0.7998422384262085,0.8039995431900024,0.9254476428031921,1e-04,0.9027031064033508,0.71866375207901,0.9363677501678467,0.9398978352546692,0.20115943253040314,0.9519477486610413,0.9241394996643066
