epoch,categorical_accuracy,loss,lr,precision,recall,val_categorical_accuracy,val_loss,val_precision,val_recall
15,0.8504230380058289,0.6624078750610352,4e-05,0.9207648038864136,0.7920135259628296,0.9545454382896423,0.1213865727186203,0.9642709493637085,0.9456169009208679
16,0.851979672908783,0.6346877217292786,4e-05,0.9240119457244873,0.7974957823753357,0.9573863744735718,0.1107412800192833,0.9653187394142151,0.9526515007019043
17,0.8592893481254578,0.6298839449882507,4e-05,0.9282578229904175,0.801285982131958,0.9538690447807312,0.1199280321598053,0.9634062647819519,0.9473755359649658
18,0.8638917207717896,0.6010892391204834,4e-05,0.9304854273796082,0.8108291029930115,0.9591450095176697,0.11046694219112396,0.9659807682037354,0.9526515007019043
19,0.872013509273529,0.565247654914856,4e-05,0.9297990798950195,0.8238240480422974,0.9638798832893372,0.0966271385550499,0.9696056842803955,0.9580627679824829
20,0.8735702037811279,0.558635413646698,4e-05,0.9343149065971375,0.828900158405304,0.954951286315918,0.11242356896400452,0.9619542956352234,0.9508928656578064
21,0.8728933930397034,0.5564136505126953,4e-05,0.9297285079956055,0.8274111747741699,0.9640151262283325,0.089481882750988,0.9712564945220947,0.959956705570221
22,0.880473792552948,0.5296403169631958,4e-05,0.9340592622756958,0.836006760597229,0.9652326703071594,0.09180468320846558,0.9709946513175964,0.9600920081138611
23,0.8814889788627625,0.5195522904396057,4e-05,0.9349992275238037,0.8382402658462524,0.9655032753944397,0.09053193032741547,0.9695936441421509,0.9619859457015991
24,0.8909644484519958,0.47848236560821533,1.6e-05,0.9419465661048889,0.8521827459335327,0.9663149118423462,0.08441759645938873,0.9714480638504028,0.9619859457015991
25,0.8922504186630249,0.4686344265937805,1.6e-05,0.9380682706832886,0.8519120216369629,0.9673972129821777,0.0810723751783371,0.9724457859992981,0.9644209742546082
26,0.8940778374671936,0.46524950861930847,1.6e-05,0.9455863833427429,0.8562436699867249,0.9694263935089111,0.08004091680049896,0.9751264452934265,0.9652326703071594
27,0.8984771370887756,0.441608190536499,1.6e-05,0.9452217221260071,0.8642300963401794,0.9719967246055603,0.0740680918097496,0.9758855700492859,0.9690205454826355
28,0.9002369046211243,0.4433593451976776,1.6e-05,0.9450753331184387,0.861793577671051,0.9729437232017517,0.07589316368103027,0.976832926273346,0.9696969985961914
29,0.8990862965583801,0.43637919425964355,1.6e-05,0.9455983638763428,0.8658545017242432,0.9740259647369385,0.0683782696723938,0.9785957932472229,0.9710497856140137
30,0.902064323425293,0.4375222623348236,1.6e-05,0.9468895792961121,0.8663959503173828,0.9724025726318359,0.07495011389255524,0.9765443801879883,0.96875
31,0.9031472206115723,0.4304868280887604,1.6e-05,0.9467394351959229,0.8686294555664062,0.9752435088157654,0.06923579424619675,0.9790133833885193,0.9718614816665649
32,0.9024704098701477,0.41939014196395874,6.4e-06,0.9453567862510681,0.8688324689865112,0.974296510219574,0.06934742629528046,0.9781956672668457,0.9710497856140137
33,0.908087968826294,0.4107787013053894,6.4e-06,0.9488853216171265,0.8757360577583313,0.9729437232017517,0.06876002997159958,0.9775143265724182,0.9703733921051025
34,0.9055160880088806,0.40800145268440247,2.56e-06,0.9452154636383057,0.8758037090301514,0.9753788113594055,0.06663242727518082,0.9788885712623596,0.9722673296928406
35,0.9086971282958984,0.3918146789073944,2.56e-06,0.9460127949714661,0.8799999952316284,0.976190447807312,0.06549108773469925,0.9801062941551208,0.9730790257453918
36,0.9091032147407532,0.40092432498931885,2.56e-06,0.9479912519454956,0.8783756494522095,0.9764610528945923,0.06501854211091995,0.9801062941551208,0.9730790257453918
37,0.9109982848167419,0.39386045932769775,2.56e-06,0.9523600339889526,0.8794585466384888,0.9759199023246765,0.06619531661272049,0.979686439037323,0.9721320271492004
38,0.9095770120620728,0.3919212222099304,2.56e-06,0.9494032263755798,0.8775634765625,0.9755140542984009,0.06614404171705246,0.9795612692832947,0.9725378751754761
39,0.9104568362236023,0.3854501247406006,1.024e-06,0.9473569393157959,0.8818274140357971,0.9755140542984009,0.0654778704047203,0.9795612692832947,0.9725378751754761
40,0.9040270447731018,0.42632198333740234,1.024e-06,0.947853684425354,0.8697800636291504,0.9755140542984009,0.06618817895650864,0.9793000221252441,0.9728084206581116
41,0.9118781685829163,0.39030715823173523,4.0959998e-07,0.9507837891578674,0.8825719356536865,0.9760552048683167,0.06535716354846954,0.9795640110969543,0.9726731777191162
42,0.9109306335449219,0.39269426465034485,4.0959998e-07,0.9510362148284912,0.8820981383323669,0.9763257503509521,0.06512202322483063,0.9798420071601868,0.9732142686843872
43,0.9140440225601196,0.39278480410575867,1.6383999e-07,0.9484994411468506,0.8812859654426575,0.9764610528945923,0.06480688601732254,0.9801062941551208,0.9730790257453918
44,0.9094416499137878,0.3999154567718506,1.6383999e-07,0.9503478407859802,0.8783079385757446,0.9767315983772278,0.06509567052125931,0.9799590706825256,0.9724025726318359
45,0.9068020582199097,0.39524567127227783,1.6383999e-07,0.9494801759719849,0.8776988387107849,0.9763257503509521,0.0650554895401001,0.9801035523414612,0.9729437232017517
46,0.907749593257904,0.3989630341529846,6.553599e-08,0.9464429020881653,0.8779018521308899,0.9753788113594055,0.06567690521478653,0.978897213935852,0.9726731777191162
47,0.9083586931228638,0.40061283111572266,6.553599e-08,0.9495564103126526,0.8765482306480408,0.976190447807312,0.06610236316919327,0.9795696139335632,0.9729437232017517
48,0.9092385768890381,0.39667150378227234,2.6214398e-08,0.948254406452179,0.8768866062164307,0.9757846593856812,0.0657425969839096,0.9790362119674683,0.9729437232017517
49,0.9130287766456604,0.3800158202648163,2.6214398e-08,0.9498904347419739,0.8801353573799133,0.976190447807312,0.06553653627634048,0.9791609644889832,0.9725378751754761
50,0.9085617661476135,0.40645885467529297,1.0485759e-08,0.9492121934890747,0.8766158819198608,0.9759199023246765,0.06541113555431366,0.9795696139335632,0.9729437232017517
51,0.9084940552711487,0.4049692749977112,1.0485759e-08,0.9483224749565125,0.8781049251556396,0.9763257503509521,0.06492358446121216,0.9797085523605347,0.9732142686843872
52,0.9132995009422302,0.3878762722015381,1e-08,0.9493292570114136,0.8812859654426575,0.9759199023246765,0.06601284444332123,0.9798337817192078,0.9728084206581116
53,0.9121488928794861,0.388022780418396,1e-08,0.9505406022071838,0.8806091547012329,0.9760552048683167,0.06516087800264359,0.9795640110969543,0.9726731777191162
54,0.9073435068130493,0.3990784287452698,1e-08,0.9486861228942871,0.8796616196632385,0.9768669009208679,0.06503800302743912,0.9799754619598389,0.9732142686843872
55,0.9038916826248169,0.40658557415008545,1e-08,0.9446761608123779,0.8737055659294128,0.9760552048683167,0.06527762115001678,0.9794278144836426,0.9725378751754761
56,0.9126226902008057,0.38772863149642944,1e-08,0.9529523849487305,0.8814889788627625,0.9759199023246765,0.06554734706878662,0.979152500629425,0.9721320271492004
57,0.9067343473434448,0.4078938663005829,1e-08,0.9461143612861633,0.873434841632843,0.975649356842041,0.0651889517903328,0.9790247678756714,0.9724025726318359
58,0.9045008420944214,0.4122338891029358,1e-08,0.9465923309326172,0.8732994794845581,0.9755140542984009,0.06544983386993408,0.9791553020477295,0.9722673296928406
59,0.9088324904441833,0.3969642221927643,1e-08,0.9491488337516785,0.879255473613739,0.9763257503509521,0.06475912034511566,0.9795584678649902,0.9724025726318359
60,0.909373939037323,0.4002819359302521,1e-08,0.9484130144119263,0.8797292709350586,0.9764610528945923,0.06520769745111465,0.9798337817192078,0.9728084206581116
61,0.9092385768890381,0.39078813791275024,1e-08,0.9463908672332764,0.8793908357620239,0.9764610528945923,0.06457290798425674,0.9797085523605347,0.9732142686843872
62,0.9152622818946838,0.3758719861507416,1e-08,0.9527490139007568,0.8843316435813904,0.9764610528945923,0.06466535478830338,0.9801062941551208,0.9730790257453918
63,0.9074788689613342,0.3997062146663666,1e-08,0.9478299021720886,0.8779695630073547,0.9760552048683167,0.06544774025678635,0.9798227548599243,0.9722673296928406
64,0.9087647795677185,0.39678332209587097,1e-08,0.9491835832595825,0.8773604035377502,0.9763257503509521,0.06533288210630417,0.9800927042961121,0.9724025726318359
65,0.9084940552711487,0.4027387499809265,1e-08,0.9464728832244873,0.8772250413894653,0.976190447807312,0.06549295783042908,0.9795528650283813,0.9721320271492004
66,0.9126226902008057,0.384995698928833,1e-08,0.9497523903846741,0.8827072978019714,0.9759199023246765,0.0656062662601471,0.9793112874031067,0.9733495712280273
67,0.9069374203681946,0.40034621953964233,1e-08,0.9475380778312683,0.8752622604370117,0.9767315983772278,0.06556038558483124,0.9795723557472229,0.9730790257453918
68,0.9060575366020203,0.3992406725883484,1e-08,0.9466754198074341,0.8759390711784363,0.9765962958335876,0.06496299803256989,0.9797085523605347,0.9732142686843872
69,0.9164128303527832,0.3747342824935913,1e-08,0.9510865807533264,0.8856852650642395,0.9771374464035034,0.06517831236124039,0.9803894758224487,0.9738907217979431
70,0.9070727825164795,0.4037748873233795,1e-08,0.947129487991333,0.8753976225852966,0.9768669009208679,0.06483126431703568,0.9796975255012512,0.9726731777191162
71,0.9124196171760559,0.3872421681880951,1e-08,0.9505297541618347,0.8804060816764832,0.9771374464035034,0.06446381658315659,0.9802479147911072,0.9734848737716675
72,0.9086971282958984,0.39274832606315613,1e-08,0.9480072855949402,0.8774281144142151,0.9764610528945923,0.06563910096883774,0.9803814888000488,0.9734848737716675
73,0.9112013578414917,0.38646382093429565,1e-08,0.9497227072715759,0.8808798789978027,0.976190447807312,0.06559570878744125,0.9802479147911072,0.9734848737716675
74,0.9109306335449219,0.3923271596431732,1e-08,0.9495134353637695,0.8783079385757446,0.9760552048683167,0.06567305326461792,0.9799700379371643,0.9729437232017517
75,0.9093062877655029,0.40418094396591187,1e-08,0.9500623345375061,0.8768866062164307,0.9763257503509521,0.06451469659805298,0.9794334173202515,0.9728084206581116
76,0.9086971282958984,0.40577808022499084,1e-08,0.9479692578315735,0.8767512440681458,0.9765962958335876,0.0651932954788208,0.9798502326011658,0.9736201167106628
77,0.9095770120620728,0.39799395203590393,1e-08,0.9507678747177124,0.8757360577583313,0.9764610528945923,0.06618844717741013,0.9795668125152588,0.9728084206581116
78,0.9076142311096191,0.40565112233161926,1e-08,0.9470841288566589,0.8782402873039246,0.9765962958335876,0.06555671244859695,0.9796891808509827,0.9722673296928406
79,0.9094416499137878,0.39926543831825256,1e-08,0.9484182000160217,0.8785786628723145,0.9765962958335876,0.06534591317176819,0.9801062941551208,0.9730790257453918
80,0.9086294174194336,0.40590953826904297,1e-08,0.9483048915863037,0.8765482306480408,0.9768669009208679,0.06548013538122177,0.9805176854133606,0.9736201167106628
81,0.9065312743186951,0.40458908677101135,1e-08,0.947819709777832,0.8753299713134766,0.9765962958335876,0.06478089839220047,0.9795696139335632,0.9729437232017517
82,0.9101861119270325,0.39667391777038574,1e-08,0.9485031962394714,0.8813536167144775,0.9755140542984009,0.06579744815826416,0.9795696139335632,0.9729437232017517
83,0.9132317900657654,0.38983529806137085,1e-08,0.9516364932060242,0.8816243410110474,0.9760552048683167,0.06562740355730057,0.9797030091285706,0.9729437232017517
84,0.9114043712615967,0.38179388642311096,1e-08,0.9510730504989624,0.8788493871688843,0.9755140542984009,0.06624150276184082,0.97941654920578,0.9719967246055603
85,0.910795271396637,0.3989347517490387,1e-08,0.9492605328559875,0.8774957656860352,0.9767315983772278,0.06534695625305176,0.9797140955924988,0.9734848737716675
86,0.907749593257904,0.40136292576789856,1e-08,0.9479768872261047,0.8768866062164307,0.975649356842041,0.0658721998333931,0.9795584678649902,0.9724025726318359
87,0.9103891849517822,0.39074647426605225,1e-08,0.9476145505905151,0.8778342008590698,0.9764610528945923,0.06493064761161804,0.9795835018157959,0.9736201167106628
88,0.9083586931228638,0.40176257491111755,1e-08,0.9481816291809082,0.8805414438247681,0.9759199023246765,0.06504657119512558,0.9802398681640625,0.9730790257453918
89,0.9065312743186951,0.4039556086063385,1e-08,0.9475030899047852,0.8770896792411804,0.9771374464035034,0.06499733030796051,0.9801062941551208,0.9730790257453918
90,0.9109306335449219,0.3922451138496399,1e-08,0.9531790018081665,0.8776988387107849,0.9757846593856812,0.06580041348934174,0.9796919822692871,0.9724025726318359
91,0.910659909248352,0.3820483088493347,1e-08,0.9468472599983215,0.8801353573799133,0.976190447807312,0.06497663259506226,0.9795668125152588,0.9728084206581116
92,0.9121488928794861,0.38160440325737,1e-08,0.9496129751205444,0.8801353573799133,0.9774079918861389,0.06375131756067276,0.9806697368621826,0.9745671153068542
93,0.9124873280525208,0.39319223165512085,1e-08,0.9508761763572693,0.877766489982605,0.976190447807312,0.06532463431358337,0.9801062941551208,0.9730790257453918
94,0.907884955406189,0.4062781035900116,1e-08,0.9491872787475586,0.8774281144142151,0.9765962958335876,0.06472128629684448,0.9801089763641357,0.9732142686843872
95,0.9095093011856079,0.39397406578063965,1e-08,0.9484303593635559,0.8812859654426575,0.9765962958335876,0.06541544944047928,0.9798365235328674,0.9729437232017517
96,0.9112013578414917,0.3922032415866852,1e-08,0.950524628162384,0.8829103112220764,0.9771374464035034,0.0647168904542923,0.9810523390769958,0.9736201167106628
97,0.9081556797027588,0.3991782069206238,1e-08,0.9492270350456238,0.8768866062164307,0.9759199023246765,0.06619685888290405,0.9796947240829468,0.9725378751754761
98,0.9149238467216492,0.38292497396469116,1e-08,0.9510987997055054,0.8846023678779602,0.9764610528945923,0.06563997268676758,0.979972779750824,0.9730790257453918
99,0.9142470359802246,0.39095520973205566,1e-08,0.9531124234199524,0.8818950653076172,0.9763257503509521,0.06564879417419434,0.979825496673584,0.9724025726318359
