epoch,accuracy,loss,lr,val_accuracy,val_loss
0,0.26255089044570923,2.7478384971618652,1e-04,0.32572615146636963,1.9405608177185059
1,0.44556450843811035,2.1091620922088623,1e-04,0.6597510576248169,1.0819127559661865
2,0.5583446621894836,2.0671021938323975,1e-04,0.7842323780059814,0.707571268081665
3,0.6329715251922607,1.5861603021621704,1e-04,0.8278008103370667,0.5119178295135498
4,0.641791045665741,1.5181713104248047,1e-04,0.8589211702346802,0.4058009684085846
5,0.6940298676490784,1.2161723375320435,1e-04,0.8900414705276489,0.35426247119903564
6,0.7259158492088318,1.2612892389297485,1e-04,0.9045643210411072,0.30630114674568176
7,0.7075983881950378,1.0859425067901611,1e-04,0.9294605851173401,0.23146918416023254
8,0.7530528903007507,0.865566074848175,1e-04,0.9336099624633789,0.2255212813615799
9,0.7781546711921692,0.8284574151039124,1e-04,0.9522821307182312,0.20901446044445038
10,0.7788330912590027,0.8450680375099182,1e-04,0.9522821307182312,0.18279646337032318
11,0.7496607899665833,1.031626582145691,1e-04,0.9398339986801147,0.23108407855033875
12,0.7754409909248352,0.8059661984443665,1e-04,0.9585062265396118,0.1870793104171753
13,0.8018996119499207,0.7290816903114319,4e-05,0.95643150806427,0.16546642780303955
14,0.8018996119499207,0.6670195460319519,4e-05,0.954356849193573,0.16335366666316986
15,0.8195386528968811,1.2174179553985596,4e-05,0.9688796401023865,0.15736889839172363
16,0.8283582329750061,0.646500825881958,4e-05,0.9668049812316895,0.15297938883304596
17,0.8188602328300476,0.6219614148139954,4e-05,0.9688796401023865,0.1345980018377304
18,0.8249660730361938,0.6807063817977905,4e-05,0.954356849193573,0.17853836715221405
19,0.8229308128356934,0.639563262462616,4e-05,0.9751037359237671,0.1369975060224533
