epoch,categorical_accuracy,f1_score,loss,lr,precision,recall,val_categorical_accuracy,val_f1_score,val_loss,val_precision,val_recall
0,0.17075370252132416,0.16039972007274628,4.6381025314331055,1e-04,0.7304075360298157,0.02626980096101761,0.32400721311569214,0.3030901253223419,2.6340556144714355,0.5143035054206848,0.18659746646881104
1,0.43277522921562195,0.43311965465545654,2.814631223678589,1e-04,0.8093793988227844,0.19555781781673431,0.674864649772644,0.676256537437439,1.0376719236373901,0.8234714269638062,0.5652076005935669
2,0.5775973796844482,0.581582248210907,2.0296077728271484,1e-04,0.8399603366851807,0.3822650611400604,0.8030234575271606,0.8072364330291748,0.620080292224884,0.8739718794822693,0.7432310581207275
3,0.6566323041915894,0.6622211933135986,1.6292550563812256,1e-04,0.8614878058433533,0.5013811588287354,0.8474729061126709,0.8478033542633057,0.4863128066062927,0.8923923969268799,0.804602861404419
4,0.713681697845459,0.7179290056228638,1.336850643157959,1e-04,0.8710809946060181,0.5873498916625977,0.8869584798812866,0.8907620310783386,0.34041571617126465,0.9185879230499268,0.8630415201187134
5,0.7491967082023621,0.7532819509506226,1.1530559062957764,1e-04,0.8840299844741821,0.6450194716453552,0.8998194932937622,0.9010640978813171,0.29370903968811035,0.9235154390335083,0.8772563338279724
6,0.7736061811447144,0.7774739861488342,1.045852541923523,1e-04,0.890507698059082,0.6822255849838257,0.917870044708252,0.9190744757652283,0.2482105940580368,0.9418604373931885,0.895532488822937
7,0.7986921668052673,0.8028333783149719,0.9142255783081055,1e-04,0.8975623250007629,0.7181915640830994,0.9194494485855103,0.9215185046195984,0.23117277026176453,0.9388758540153503,0.9045577645301819
8,0.8122216463088989,0.8163565993309021,0.8505304455757141,1e-04,0.9039594531059265,0.7438976168632507,0.9390794038772583,0.9387564659118652,0.18028028309345245,0.9502304196357727,0.9305053949356079
9,0.8251874446868896,0.8290764093399048,0.7875562310218811,1e-04,0.9096748232841492,0.7584982514381409,0.9293772578239441,0.9304743409156799,0.19584009051322937,0.9444572925567627,0.9208032488822937
10,0.8361238241195679,0.8396511673927307,0.73919677734375,1e-04,0.9121782779693604,0.7752410173416138,0.9350180625915527,0.9366334676742554,0.19387735426425934,0.9480848908424377,0.9271209239959717
11,0.8810530304908752,0.8845760822296143,0.5194897651672363,4e-05,0.9372870922088623,0.8374767303466797,0.9573556184768677,0.9589880108833313,0.1178746446967125,0.9650365710258484,0.9528429508209229
12,0.8941879272460938,0.8969765305519104,0.4620996415615082,4e-05,0.9415832757949829,0.8595749735832214,0.9629963636398315,0.964488685131073,0.11153146624565125,0.9721078872680664,0.9593862891197205
13,0.9020237922668457,0.9049891829490662,0.439042866230011,4e-05,0.9442231059074402,0.8684254884719849,0.9720216393470764,0.9732935428619385,0.08884182572364807,0.977246880531311,0.9690884351730347
14,0.9091267585754395,0.9121828675270081,0.39949098229408264,4e-05,0.9472981691360474,0.8805456757545471,0.9697653651237488,0.9708477258682251,0.09217124432325363,0.9756430387496948,0.9670577645301819
15,0.9105924963951111,0.9129458069801331,0.39298704266548157,4e-05,0.9474225640296936,0.8827442526817322,0.974052369594574,0.9751425385475159,0.07846494764089584,0.9775000214576721,0.9704422354698181
16,0.9191611409187317,0.921445906162262,0.363966703414917,4e-05,0.951564371585846,0.8915384411811829,0.9704422354698181,0.9716503024101257,0.08492688089609146,0.9736602902412415,0.9675090312957764
17,0.9184846878051758,0.9203990697860718,0.35380271077156067,4e-05,0.9521381855010986,0.8949207663536072,0.9679602980613708,0.9688756465911865,0.09690285474061966,0.9714220762252808,0.9663808941841125
18,0.9309431314468384,0.9330296516418457,0.31357085704803467,1.6e-05,0.9601930975914001,0.9083375334739685,0.9715703725814819,0.9725927710533142,0.08186978846788406,0.9747956395149231,0.9686371684074402
19,0.9369186758995056,0.9388960003852844,0.27599096298217773,1.6e-05,0.9612636566162109,0.9176954627037048,0.9765343070030212,0.9776464104652405,0.06666715443134308,0.979152500629425,0.9749549031257629
20,0.9418794512748718,0.9436163902282715,0.25315332412719727,1.6e-05,0.9658361077308655,0.924347460269928,0.9767599105834961,0.9774826169013977,0.07053494453430176,0.9782707095146179,0.9751805067062378
21,0.9409211277961731,0.9431476593017578,0.25642555952072144,1.6e-05,0.9634727239608765,0.9233891367912292,0.978564977645874,0.979332685470581,0.06631464511156082,0.9796518087387085,0.9776624441146851
22,0.9463329315185547,0.9477863311767578,0.24598711729049683,1.6e-05,0.9678783416748047,0.9291391968727112,0.9817238450050354,0.9823156595230103,0.057127512991428375,0.9825831055641174,0.9801443815231323
23,0.9458255767822266,0.9477547407150269,0.23370519280433655,1.6e-05,0.9679709076881409,0.930210292339325,0.9774368405342102,0.9781625270843506,0.06484519690275192,0.9787426590919495,0.9765343070030212
