epoch,categorical_accuracy,loss,lr,precision,recall,val_categorical_accuracy,val_loss,val_precision,val_recall
0,0.011729609221220016,6.389094829559326,1e-04,0.0,0.0,0.011228354647755623,4.611246585845947,0.0,0.0
1,0.009356566704809666,6.2978515625,1e-04,0.0,0.0,0.014069263823330402,5.322620391845703,0.03846153989434242,0.0010822510812431574
2,0.009627771563827991,6.249936580657959,1e-04,0.0,0.0,0.013257576152682304,5.532527923583984,0.004219409078359604,0.00027056277031078935
3,0.011322801932692528,6.204975128173828,4e-05,0.0,0.0,0.0193452388048172,5.037130355834961,0.011952191591262817,0.000405844155466184
