epoch,categorical_accuracy,f1_score,loss,lr,precision,recall,val_categorical_accuracy,val_f1_score,val_loss,val_precision,val_recall
0,0.09307835251092911,0.08246694505214691,5.333892345428467,1e-04,0.7383720874786377,0.007164212875068188,0.2783273458480835,0.2476532906293869,2.7410898208618164,0.5439189076423645,0.07239208370447159
1,0.2968917489051819,0.2893575429916382,3.6437902450561523,1e-04,0.8104658722877502,0.07164213061332703,0.564972996711731,0.5529196858406067,1.4486417770385742,0.796553373336792,0.3741007149219513
2,0.42612963914871216,0.4241282641887665,2.8351047039031982,1e-04,0.8126218318939209,0.18813109397888184,0.6805305480957031,0.6757455468177795,1.0309497117996216,0.8124600648880005,0.5717176198959351
3,0.5139617323875427,0.5152952075004578,2.358534574508667,1e-04,0.8213897347450256,0.2980763912200928,0.7650629281997681,0.7638901472091675,0.7288008332252502,0.8661931753158569,0.6854766011238098
4,0.5817115306854248,0.5852373242378235,2.0130746364593506,1e-04,0.8393965363502502,0.38918033242225647,0.8275629281997681,0.8313962817192078,0.5365312695503235,0.8966321349143982,0.7781025171279907
5,0.6147684454917908,0.6188169717788696,1.8157460689544678,1e-04,0.8439119458198547,0.4410221576690674,0.7976618409156799,0.8038661479949951,0.6223188638687134,0.8610895872116089,0.7497751712799072
6,0.6500818133354187,0.6537498235702515,1.6361231803894043,1e-04,0.8539587259292603,0.4970948398113251,0.8639838099479675,0.8651701211929321,0.39576467871665955,0.9091356992721558,0.8300359845161438
7,0.6784001588821411,0.6829577684402466,1.4749351739883423,1e-04,0.8606240153312683,0.5399108529090881,0.8866906762123108,0.8891304731369019,0.3379785418510437,0.9244552254676819,0.8583633303642273
8,0.7089750170707703,0.7134824991226196,1.343385100364685,1e-04,0.8770484924316406,0.5826705098152161,0.8938848972320557,0.8957323431968689,0.3032267689704895,0.9270983338356018,0.869154691696167
9,0.7286624908447266,0.7322843074798584,1.2433472871780396,1e-04,0.8798614740371704,0.6164043545722961,0.8871402740478516,0.886776864528656,0.32335641980171204,0.9185659885406494,0.8698291182518005
10,0.7473345994949341,0.7516558766365051,1.1539199352264404,1e-04,0.8827036023139954,0.6431432366371155,0.9271582961082458,0.9292784929275513,0.20808909833431244,0.9448340535163879,0.908722996711731
11,0.7643707394599915,0.7686631679534912,1.0750749111175537,1e-04,0.8890814781188965,0.6655948758125305,0.9100719690322876,0.912487804889679,0.2550060451030731,0.9303413033485413,0.894784152507782
12,0.7707452178001404,0.7745780348777771,1.0284191370010376,1e-04,0.8907804489135742,0.681841254234314,0.9098471403121948,0.9114959239959717,0.264823317527771,0.9303192496299744,0.8974820375442505
